branch,diffusion_coefficient,edit_latent_l2,edit_latent_rms,experiment,independent_basis_hash,latent_norm_after,latent_norm_before,latent_state_hash,model_output_difference,noise_mean,noise_norm,noise_std,prediction_norm,preserve_latent_l2,preserve_latent_rms,raw_latent_l2_to_rho1,relative_latent_difference,rho,sampler_mode,shared_basis_hash,sigma,sigma_next,state_index,step_index,timestep,total_steps
rho1,0.0,0.0,0.0,C_rf_sde,db20760db921daedce059c1aff4fe4d61798814a8c86df27cba0562c8cd981a6,505.7662048339844,511.62353515625,3534aa9067d75e91000b17a95505c2fd181d7fcd96526c866949c8df635046e2,nan,-0.0017895624041557312,512.461181640625,1.0009011030197144,1307.0933837890625,0.0,0.0,0.0,0.0,1.0,rf_sde,a79ddfe32ad1b6f36f30c68d536a5e4afc43e401c25b00d8814e63bc3f90e6b8,1.0,0.988408625125885,1,0,1000.0,28
rho0,0.0,0.0,0.0,C_rf_sde,db20760db921daedce059c1aff4fe4d61798814a8c86df27cba0562c8cd981a6,505.7662048339844,511.62353515625,3534aa9067d75e91000b17a95505c2fd181d7fcd96526c866949c8df635046e2,0.0,-0.0017895624041557312,512.461181640625,1.0009011030197144,1307.0933837890625,0.0,0.0,0.0,0.0,0.0,rf_sde,a79ddfe32ad1b6f36f30c68d536a5e4afc43e401c25b00d8814e63bc3f90e6b8,1.0,0.988408625125885,1,0,1000.0,28
rho1,1.4416153397058284,0.0,0.0,C_rf_sde,5c5e965d4034656c265216311605b7c90f1fa02461cc3114723e1b27c8c939b8,740.566162109375,505.7662048339844,6def6b9c6351f68f808b519a87d5bc8a97f48d007d27178274d0ab493c2beef1,nan,0.00036613387055695057,512.8964233398438,1.0017527341842651,833.2017211914062,0.0,0.0,0.0,0.0,1.0,rf_sde,2afd18c9f226c4853af6606d72a9ecdf0b5d1795e4d61ba67e599237b9d8b878,0.988408625125885,0.9762224555015564,2,1,988.4086303710938,28
rho0,1.4416153397058284,671.8663940429688,2.040347747620382,C_rf_sde,5c5e965d4034656c265216311605b7c90f1fa02461cc3114723e1b27c8c939b8,741.6460571289062,505.7662048339844,c1a0a99ad8909c2c76cf53ea87ad201d5101613df43289b5d1a937d6fea72203,0.0,0.00031167693668976426,513.6658325195312,1.0032554864883423,833.2017211914062,0.0,0.0,671.8663940429688,0.9072334497706469,0.0,rf_sde,2afd18c9f226c4853af6606d72a9ecdf0b5d1795e4d61ba67e599237b9d8b878,0.988408625125885,0.9762224555015564,2,1,988.4086303710938,28
rho1,1.0263281705019067,0.0,0.0,C_rf_sde,1035452773ae5542140cf5f82140805389d77240df77fdcde4a4bca8adca313a,618.6605224609375,740.566162109375,63f87b2bc21c9a802a97c95ba48096dd39514b7996148b9e58c552990da65a06,nan,-0.0003730321768671274,512.1771850585938,1.0003479719161987,1135.8291015625,0.0,0.0,0.0,0.0,1.0,rf_sde,4e34e943ab4eed7bced8803db55548a478d2bd53cfc5138f75eb919009a5793e,0.9762224555015564,0.9633944034576416,3,2,976.2224731445312,28
rho0,1.0263281705019067,560.7099609375,1.702783981427454,C_rf_sde,1035452773ae5542140cf5f82140805389d77240df77fdcde4a4bca8adca313a,617.9413452148438,741.6460571289062,277b56bf9a76ea7a6b1a9f3d0802a2d761f98bf32cf39c300fffa4b4ff803be2,640.3762817382812,0.0013775574043393135,511.5351867675781,0.9990931153297424,1151.4124755859375,3.3605732917785645,0.008571552547058624,560.7200927734375,0.9063453580873639,0.0,rf_sde,4e34e943ab4eed7bced8803db55548a478d2bd53cfc5138f75eb919009a5793e,0.9762224555015564,0.9633944034576416,3,2,976.2224731445312,28
rho1,0.843648175695709,0.0,0.0,C_rf_sde,c9a085697b1956bddec42d909d55b5a07db32590185d3d109fc0dfad186a2e52,573.2651977539062,618.6605224609375,49fe9fcf18d8f994707ebafd8d53726db1d9b5f404f59f1dc1efebadb8b0465f,nan,0.000737353228032589,513.2876586914062,1.0025166273117065,844.0785522460938,0.0,0.0,0.0,0.0,1.0,rf_sde,d0709200aca9e1583c3bca4f4eded52cddf1c81776c4f9bd0590955c254a3af6,0.9633944034576416,0.9498725533485413,4,3,963.3944091796875,28
rho0,0.843648175695709,518.8072509765625,1.5755321945278689,C_rf_sde,c9a085697b1956bddec42d909d55b5a07db32590185d3d109fc0dfad186a2e52,572.609130859375,617.9413452148438,9d4276dc49aa27ab94119cb5b3ed503fb9a6b331203a713a2c9ea2f4f37480e2,551.749755859375,0.002660811645910144,512.3721923828125,1.000725269317627,855.0511474609375,2.9308078289031982,0.0074753828769630664,518.8154907226562,0.9050182930105682,0.0,rf_sde,d0709200aca9e1583c3bca4f4eded52cddf1c81776c4f9bd0590955c254a3af6,0.9633944034576416,0.9498725533485413,4,3,963.3944091796875,28
rho1,0.7354908907268861,0.0,0.0,C_rf_sde,25346273076b8cdc741bcf141faacf84f56750dcf5b79f0327ec2ec3739a4988,545.6474609375,573.2651977539062,a5ee07a17fbdb550238183ff8f8e88a4d82bdc614fffa8553c437a8d06c55470,nan,0.00015433825319632888,512.35205078125,1.0006895065307617,834.9417114257812,0.0,0.0,0.0,0.0,1.0,rf_sde,9aaf683804d0b2d40feca2c3c736dd21b6835132a3614d092c1e661f2c6042a6,0.9498725533485413,0.9355989098548889,5,4,949.87255859375,28
rho0,0.7354908907268861,356.5586242675781,1.082809926084105,C_rf_sde,25346273076b8cdc741bcf141faacf84f56750dcf5b79f0327ec2ec3739a4988,545.9133911132812,572.609130859375,e09e709fe1feefed2a835ff8f4b882ce4ef77bb3bf775109c203bd1d7b41c88e,520.3800659179688,0.00015433825319632888,512.35205078125,1.0006895065307617,836.7463989257812,2.7669143676757812,0.007057353076292725,356.5693664550781,0.6534793836223601,0.0,rf_sde,9aaf683804d0b2d40feca2c3c736dd21b6835132a3614d092c1e661f2c6042a6,0.9498725533485413,0.9355989098548889,5,4,949.87255859375,28
